legacy_source,legacy_target,legacy_edge_type,legacy_source_type,legacy_target_type,action,new_source,new_target,new_predicate,reason
scent_concept:黄葵籽,product:EDPFLEURP75C::肌肤之花淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:黄葵籽,product:HAIRMIST::肌肤之花发香喷雾,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:黄葵籽,product:HANDCRE4::肌肤之花护手霜,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:黄葵籽,product:concept::身体护理::润肤乳::肌肤之花润肤乳,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:黑胡椒,product:BODYGEL1::希腊无花果香调洁肤露,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:黑胡椒,product:CAPSULES9::希腊无花果香调润肤乳,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:黑胡椒,product:EDPPHILOP75C::希腊无花果香调淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:黑胡椒,product:EDTOFRESIA100V1::小苍兰香调淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:黑胡椒,product:HAIRMIST7::希腊无花果香调发香喷雾,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:黑醋栗叶,product:BODYOMBBGEL::影中之水香氛洁肤露,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:黑醋栗叶,product:BODYOMBBLOTION::影中之水香氛润肤乳,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:黑醋栗叶,product:EDPOMBREP75C::影中之水淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:黑醋栗叶,product:EDTOMBRE::影中之水淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:黑醋栗花蕾,product:BODYOMBBGEL::影中之水香氛洁肤露,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:黑醋栗花蕾,product:BODYOMBBLOTION::影中之水香氛润肤乳,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:黑醋栗花蕾,product:EDPOMBREP75C::影中之水淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:黑醋栗花蕾,product:EDT34B::圣日尔曼大道34号淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:黑醋栗花蕾,product:EDTOMBRE::影中之水淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:鼠尾草,product:EDPTEMPOP75C::旋律淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:鼠尾草,product:EDTAUTRE100V1::别样淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:龙涎香,product:BODYGEL5::玫瑰香氛洁肤露,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:龙涎香,product:BODYLOTIONS::玫瑰香调润肤乳,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:龙涎香,product:EDPDOSONP75C::杜桑淡香精,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_concept:龙涎香,product:EDTROSE::玫瑰香调淡香水,HAS_PRODUCT,ScentConcept,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CANDLE34B1500::超大号香氛蜡烛圣日尔曼大道34号,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CANDLE34B300::中号香氛蜡烛圣日尔曼大道34号,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CANDLE34B600::大号香氛蜡烛圣日尔曼大道34号,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CANDLEAB::迷你香氛蜡烛琥珀,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CANDLEAB::香氛蜡烛琥珀,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CANDLEABA2::中号香氛蜡烛琥珀,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CANDLEAMB1500::超大号香氛蜡烛琥珀,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CANDLEBJ1::香氛蜡烛安息香,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CANDLECN1::香氛蜡烛橡木,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CANDLECYPRES::迷你香氛蜡烛柏树,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CANDLECYPRES::香氛蜡烛柏树,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CANDLEEU1::香氛蜡烛尤加利,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CANDLEFB15001::超大号香氛蜡烛炭木香,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CANDLEFB600::大号香氛蜡烛炭木香,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CANDLEFB::迷你香氛蜡烛炭木香,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CANDLEFB::香氛蜡烛炭木香,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CANDLEFBG2::中号香氛蜡烛炭木香,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CANDLEJG2::香氛蜡烛约翰迦利诺,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CANDLEMS1::香氛蜡烛青苔,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CANDLEMU1::香氛蜡烛麝香,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CANDLEMY1::香氛蜡烛没药,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CANDLEOU1::香氛蜡烛乌木,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CANDLEOX1::香氛蜡烛红没药,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CANDLESA1::香氛蜡烛檀香,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CANDLESUM26PI190::香氛蜡烛松林（限量版）,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CANDLETAPCDLB1B::琥珀烛台香氛蜡烛,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CAPSULES1::圣日尔曼大道34号扩香器香氛补充包,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:CAPSULES::琥珀电子扩香器香氛补充包,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:EDTPHILO::希腊无花果香调淡香水,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:HOMEHGFOCARB2A::圣日尔曼大道34号扩香精,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:HOMEHGFOCARB2G::圣日尔曼大道34号香氛皂,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:HOMEHGFOCARB2I::圣日尔曼大道34号扩香精补充瓶,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:HOMEREEDREFILL200A::圣日尔曼大道34号室内扩香摆件补充装,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:HOMEREEDREFILL2L3::圣日尔曼大道34号室内扩香摆件补充瓶,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:HOMERSP1::圣日尔曼大道34号室内喷雾,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:HOMERSP::琥珀室内喷雾,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:HOMESCO1::圣日尔曼大道34号室内香氛蜡,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:concept::家居香氛::室内扩香摆件::琥珀室内扩香摆件补充瓶,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:木质香调,product:concept::家居香氛::烛台香氛蜡烛::炭木香烛台香氛蜡烛,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:BODYSENSBLOT::感官之水香氛润肤乳,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:BODYSENSHCREAM::感官之水香氛护手霜,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:CANDLEBAIES::迷你香氛蜡烛浆果香,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:CANDLEBAIES::香氛蜡烛浆果香,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:CANDLEBAIESB1500::超大号香氛蜡烛浆果香,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:CANDLEBAIESB600::大号香氛蜡烛浆果香,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:CANDLEBAIESBN2::中号香氛蜡烛浆果香,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:CANDLECO1::香氛蜡烛木梨,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:CANDLEFI15001::超大号香氛蜡烛无花果,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:CANDLEFI600::大号香氛蜡烛无花果,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:CANDLEFI::迷你香氛蜡烛无花果,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:CANDLEFI::香氛蜡烛无花果,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:CANDLEFIV2::中号香氛蜡烛无花果,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:CANDLENO1::香氛蜡烛榛树,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:CANDLEO1::香氛蜡烛橙树,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:CANDLEOY1::香氛蜡烛柑橘香,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:CANDLERHUBA190::香氛蜡烛大黄,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:CAPSULES2::浆果香扩香器香氛补充包,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:CAPSULES6::希腊无花果扩香器香氛补充包,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:EDTSUM26SENS100::感官之水淡香水（限量版）,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:HOMEHGFOCARB2D::希腊无花果扩香精,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:HOMEHGFOCARB2K::希腊无花果扩香精补充瓶,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:HOMEHGFOCARB2O::浆果香室内扩香摆件补充装,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:HOMEREEDREFILL200F::无花果室内扩香摆件补充装,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:HOMEREEDREFILL2L2::浆果香室内扩香摆件补充瓶,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:HOMERSP8::浆果香扩香精,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:HOMERSP::无花果室内喷雾,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:HOMERSP::浆果香室内喷雾,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:HOMESCO2::浆果香室内香氛蜡,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:HOMESCO3::希腊无花果室内香氛蜡,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:果香调,product:concept::家居香氛::烛台香氛蜡烛::浆果香烛台香氛蜡烛,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:柑橘,product:EDPCORAIL100::暗影珊瑚淡香精,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:海洋香调,product:EDTDOSON::杜桑淡香水,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:海洋香调,product:HAIRMIST4::杜桑发香喷雾,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:海洋香调,product:HOMERSP5::杜桑固体香膏,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:海洋香调,product:SOLIDPERFUME6::杜桑香膏补充装,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:花香调,product:BODYLOTIONS2::晚香玉室内喷雾,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:花香调,product:BODYLOTIONS3::橙花室内喷雾,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:花香调,product:CANDLEAU1::香氛蜡烛山楂,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:花香调,product:CANDLECY1::香氛蜡烛墨西哥橙花,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:花香调,product:CANDLEFR::迷你香氛蜡烛小苍兰,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:花香调,product:CANDLEFR::香氛蜡烛小苍兰,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:花香调,product:CANDLEGA1::香氛蜡烛栀子花,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:花香调,product:CANDLEGR1::香氛蜡烛玫瑰天竺葵,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:花香调,product:CANDLEI1::香氛蜡烛鸢尾,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:花香调,product:CANDLEJA::迷你香氛蜡烛茉莉,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:花香调,product:CANDLEJA::香氛蜡烛茉莉,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:花香调,product:CANDLELY1::香氛蜡烛清水百合,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:花香调,product:CANDLEMG1::香氛蜡烛铃兰,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:花香调,product:CANDLEMI::迷你香氛蜡烛含羞草,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:花香调,product:CANDLEMI::香氛蜡烛含羞草,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:花香调,product:CANDLERO1500::超大号香氛蜡烛玫瑰,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:花香调,product:CANDLERO300::中号香氛蜡烛玫瑰,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:花香调,product:CANDLEROSE600::大号香氛蜡烛玫瑰,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
scent_profile:花香调,product:CANDLEROSE::迷你香氛蜡烛玫瑰,HAS_PRODUCT,ScentProfile,Product,retire_direct_semantic_product_edge,,,,"Schema v1 attaches note/profile/accord semantics to ScentIdentity, not directly to ProductConcept."
